id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r459,4466191,237241,237292,Stanford University,Rice University,3.242
r459,4466192,237241,237268,Stanford University,University of Toronto,1.549
r459,4466193,237253,237297,Penn State University,State University Of New York At Binghamton,3.149
r459,4466194,237308,237333,Australian National University,Fordham University,2.387
r459,4466195,237258,237342,University Of Arizona,Georgia State University,2.35
r459,4466196,237235,237301,University Of Michigan-Ann Arbor,Temple University,2.012
r460,4466197,237257,237246,University Of California-Irvine,Duke University,4.796
r460,4466198,237250,237302,Yale University,Tulane University,3.662
r460,4466199,237237,237268,Princeton University,University of Toronto,2.079
r459,4466200,237242,237245,University Of North Carolina At Chapel Hill,Northwestern University,1.017
r460,4466201,237263,237316,University Of Massachusetts Amherst,University Of Florida,4.048
r459,4466202,237326,237333,University of Victoria,Fordham University,2.382
r460,4466203,237263,237254,University Of Massachusetts Amherst,University Of Washington,4.762
r460,4466204,237259,237262,Johns Hopkins University,University Of California-Davis,2.273
r459,4466205,237282,237252,University Of Oregon,London School of Economics,6.688
r460,4466206,237309,237284,McMaster University,Boston College,2.266
r459,4466207,237308,237305,Australian National University,Syracuse University Main Campus,1.68
r460,4466208,237264,237333,University Of Maryland College Park,Fordham University,2.551
r459,4466209,237235,237247,University Of Michigan-Ann Arbor,New York University,2.298
r460,4466210,237287,237317,University of Pittsburgh,Loyola University Chicago,2.646
r459,4466211,237240,237261,University Of California-Los Angeles,University Of California-San Diego,1.714
r460,4466212,237299,237268,State University Of New York At Buffalo,University of Toronto,2.429
r460,4466213,237317,237314,Loyola University Chicago,University of Nevada Las Vegas,3.22
r460,4466214,237251,237279,University Of Texas At Austin,The New School for Social Research,4.74
r460,4466215,237264,237340,University Of Maryland College Park,Baylor University,2.366
r459,4466216,237236,237255,University Of Wisconsin-Madison,Ohio State University Main Campus,14.845
r460,4466217,237243,237287,Columbia University In The City Of New York,University of Pittsburgh,2.829
r460,4466218,237252,237313,London School of Economics,University Of Kansas,4.32
r460,4466219,237247,237274,New York University,University Of Illinois At Chicago,2.69
r459,4466220,237319,237286,University Of South Carolina Columbia,University Of California-Riverside,12.344
r460,4466221,237292,237244,Rice University,University Of Pennsylvania,2.073
r459,4466222,237242,237295,University Of North Carolina At Chapel Hill,Michigan State University,2.042
r460,4466223,237249,237302,Cornell University,Tulane University,3.328
r460,4466224,237302,237340,Tulane University,Baylor University,2.626
r459,4466225,237289,237322,Sciences Po (Institut Etudes Politiques de Paris),University Of Missouri - Columbia,4.796
r460,4466226,237235,237313,University Of Michigan-Ann Arbor,University Of Kansas,2.191
r459,4466227,237278,237281,University Of Illinois At Urbana-Champaign,University Of Virginia,2.736
r460,4466228,237234,237322,University Of California-Berkeley,University Of Missouri - Columbia,4.047
r459,4466229,237241,237312,Stanford University,Northeastern University,2.212
r460,4466230,237310,237290,University of North Carolina at Charlotte,University Of Connecticut,2.609
r459,4466231,237299,237339,State University Of New York At Buffalo,University Of New Mexico Main Campus,3.369
r460,4466232,237281,237316,University Of Virginia,University Of Florida,4.727
r459,4466233,237280,237291,Emory University,Washington State University,4.475
r460,4466234,237234,237245,University Of California-Berkeley,Northwestern University,2.352
r460,4466235,237294,237317,Brandeis University,Loyola University Chicago,2.952
r459,4466236,237243,237257,Columbia University In The City Of New York,University Of California-Irvine,4.028
r460,4466237,237242,237302,University Of North Carolina At Chapel Hill,Tulane University,1.889
r460,4466238,237253,237340,Penn State University,Baylor University,2.029
r460,4466239,237283,237339,Boston University,University Of New Mexico Main Campus,2.258
r460,4466240,237333,237289,Fordham University,Sciences Po (Institut Etudes Politiques de Paris),2.632
r460,4466241,237243,237296,Columbia University In The City Of New York,Purdue University Main Campus,2.25
r460,4466242,237284,237306,Boston College,North Carolina State University,2.264
r460,4466243,237301,237326,Temple University,University of Victoria,2.935
r460,4466244,237342,237322,Georgia State University,University Of Missouri - Columbia,2.349
r460,4466245,237257,237262,University Of California-Irvine,University Of California-Davis,2.264
r460,4466246,237260,237342,Rutgers The State University Of New Jersey New Brunswick Campus,Georgia State University,2.584
r459,4466247,237247,237342,New York University,Georgia State University,31.914
r460,4466248,237284,237295,Boston College,Michigan State University,2.416
r459,4466249,237249,237291,Cornell University,Washington State University,2.437
r460,4466250,237262,237305,University Of California-Davis,Syracuse University Main Campus,2.1
r460,4466251,237307,237332,Texas A & M University,University Of Delaware,2.322
r459,4466252,237248,237278,Indiana University At Bloomington,University Of Illinois At Urbana-Champaign,3.651
r460,4466253,237251,237324,University Of Texas At Austin,George Mason University,4.026
r460,4466254,237332,237326,University Of Delaware,University of Victoria,2.001
r459,4466255,237240,237284,University Of California-Los Angeles,Boston College,6.926
r460,4466256,237270,237306,City University Of New York Grad. Center,North Carolina State University,3.947
r460,4466257,237242,237240,University Of North Carolina At Chapel Hill,University Of California-Los Angeles,1.701
r368,4466258,237246,237333,Duke University,Fordham University,2.662
r461,4466259,237266,237283,University Of California-Santa Barbara,Boston University,96.717
r460,4466260,237266,237318,University Of California-Santa Barbara,University Of Nebraska - Lincoln,2.3
r368,4466261,237277,237279,University Of Southern California,The New School for Social Research,1.819
r461,4466262,237239,237253,Harvard University,Penn State University,2.725
r368,4466263,237236,237282,University Of Wisconsin-Madison,University Of Oregon,1.469
r460,4466264,237289,237308,Sciences Po (Institut Etudes Politiques de Paris),Australian National University,2.962
r461,4466265,237247,237301,New York University,Temple University,2.03
r460,4466266,237271,237280,State University Of New York At Stony Brook,Emory University,2.919
r460,4466267,237255,237317,Ohio State University Main Campus,Loyola University Chicago,2.191
r459,4466268,237262,237276,University Of California-Davis,McGill University,21.33
r460,4466269,237300,237279,Florida State University,The New School for Social Research,2.692
r460,4466270,237246,237254,Duke University,University Of Washington,2.38
r460,4466271,237263,237286,University Of Massachusetts Amherst,University Of California-Riverside,2.239
r460,4466272,237285,237297,University Of Colorado At Boulder,State University Of New York At Binghamton,2.403
r460,4466273,237265,237271,University Of Notre Dame,State University Of New York At Stony Brook,2.437
r461,4466274,237238,237272,University Of Chicago,State University Of New York At Albany,19.176
r460,4466275,237295,237310,Michigan State University,University of North Carolina at Charlotte,3.055
r460,4466276,237248,237264,Indiana University At Bloomington,University Of Maryland College Park,2.262
r460,4466277,237279,237331,The New School for Social Research,Bowling Green State University,2.338
r460,4466278,237244,237294,University Of Pennsylvania,Brandeis University,2.475
r460,4466279,237297,237316,State University Of New York At Binghamton,University Of Florida,3.264
r460,4466280,237263,237273,University Of Massachusetts Amherst,University of British Columbia,1.964
r460,4466281,237241,237312,Stanford University,Northeastern University,2.834
r460,4466282,237249,237317,Cornell University,Loyola University Chicago,1.81
r460,4466283,237272,237348,State University Of New York At Albany,University of Leeds,2.481
r460,4466284,237292,237262,Rice University,University Of California-Davis,2.168
r460,4466285,237254,237295,University Of Washington,Michigan State University,2.146
r460,4466286,237271,237254,State University Of New York At Stony Brook,University Of Washington,2.151
r460,4466287,237243,237339,Columbia University In The City Of New York,University Of New Mexico Main Campus,3.18
r460,4466288,237348,237272,University of Leeds,State University Of New York At Albany,2.907
r460,4466289,237234,237304,University Of California-Berkeley,University Of Georgia,1.824
r460,4466290,237249,237285,Cornell University,University Of Colorado At Boulder,2.765
r460,4466291,237257,237249,University Of California-Irvine,Cornell University,2.28
r460,4466292,237262,237319,University Of California-Davis,University Of South Carolina Columbia,3.263
r459,4466293,237318,237252,University Of Nebraska - Lincoln,London School of Economics,98.921
r459,4466294,237297,237324,State University Of New York At Binghamton,George Mason University,2.67
r459,4466295,237332,237305,University Of Delaware,Syracuse University Main Campus,2.451
r461,4466296,237255,237324,Ohio State University Main Campus,George Mason University,124.743
r461,4466299,237267,237255,Brown University,Ohio State University Main Campus,4.497
r461,4466300,237291,237316,Washington State University,University Of Florida,3.223
r461,4466301,237296,237304,Purdue University Main Campus,University Of Georgia,2.515
r461,4466303,237238,237280,University Of Chicago,Emory University,1.502
r461,4466305,237268,237308,University of Toronto,Australian National University,4.298
r461,4466306,237257,237300,University Of California-Irvine,Florida State University,1.783
r461,4466307,237272,237245,State University Of New York At Albany,Northwestern University,3.57
r461,4466311,237247,237261,New York University,University Of California-San Diego,2.098
r461,4466312,237243,237339,Columbia University In The City Of New York,University Of New Mexico Main Campus,3.163
r461,4466316,237267,237286,Brown University,University Of California-Riverside,37.723
r461,4466317,237239,237291,Harvard University,Washington State University,79.969
r461,4466318,237275,237318,University Of Iowa,University Of Nebraska - Lincoln,3.549
r461,4466320,237276,237339,McGill University,University Of New Mexico Main Campus,2.037
r461,4466322,237243,237316,Columbia University In The City Of New York,University Of Florida,10.152
r461,4466325,237301,237256,Temple University,University Of Minnesota-Twin Cities,2.422
r461,4466326,237312,237265,Northeastern University,University Of Notre Dame,2.882
r461,4466327,237257,237269,University Of California-Irvine,Vanderbilt University,1.328
r461,4466328,237262,237314,University Of California-Davis,University of Nevada Las Vegas,1.462
r461,4466329,237254,237313,University Of Washington,University Of Kansas,1.608
r461,4466330,237252,237318,London School of Economics,University Of Nebraska - Lincoln,2.249
r461,4466331,237249,237305,Cornell University,Syracuse University Main Campus,2.249
r461,4466332,237240,237245,University Of California-Los Angeles,Northwestern University,1.792
r461,4466333,237312,237348,Northeastern University,University of Leeds,2.144
r461,4466334,237300,237308,Florida State University,Australian National University,2.56
r461,4466335,237241,237339,Stanford University,University Of New Mexico Main Campus,1.561
r461,4466336,237284,237342,Boston College,Georgia State University,1.965
r461,4466337,237262,237268,University Of California-Davis,University of Toronto,87.68
r461,4466338,237250,237274,Yale University,University Of Illinois At Chicago,2.368
r461,4466339,237245,237336,Northwestern University,Queen's University,1.37
r461,4466340,237254,237264,University Of Washington,University Of Maryland College Park,1.268
r461,4466341,237245,237323,Northwestern University,University Of Miami,6.493
r461,4466342,237252,237310,London School of Economics,University of North Carolina at Charlotte,2.425
r461,4466343,237260,237339,Rutgers The State University Of New Jersey New Brunswick Campus,University Of New Mexico Main Campus,2.45
r461,4466344,237247,237322,New York University,University Of Missouri - Columbia,1.665
r461,4466345,237262,237296,University Of California-Davis,Purdue University Main Campus,5.217
r461,4466346,237240,237250,University Of California-Los Angeles,Yale University,2.525
r461,4466347,237234,237261,University Of California-Berkeley,University Of California-San Diego,1.854
r461,4466349,237263,237319,University Of Massachusetts Amherst,University Of South Carolina Columbia,2.807
r461,4466350,237249,237265,Cornell University,University Of Notre Dame,1.455
r461,4466351,237286,237292,University Of California-Riverside,Rice University,3.857
r461,4466352,237250,237316,Yale University,University Of Florida,1.238
r461,4466353,237294,237274,Brandeis University,University Of Illinois At Chicago,11.438
r461,4466354,237278,237287,University Of Illinois At Urbana-Champaign,University of Pittsburgh,2.966
r461,4466355,237319,237309,University Of South Carolina Columbia,McMaster University,3.099
r461,4466356,237254,237314,University Of Washington,University of Nevada Las Vegas,1.507
r461,4466357,237276,237310,McGill University,University of North Carolina at Charlotte,2.317
r461,4466358,237254,237332,University Of Washington,University Of Delaware,1.331
r461,4466359,237260,237264,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Maryland College Park,1.469
r461,4466360,237332,237313,University Of Delaware,University Of Kansas,2.648
r461,4466361,237291,237307,Washington State University,Texas A & M University,1.957
r461,4466362,237332,237333,University Of Delaware,Fordham University,1.688
r461,4466370,237273,237322,University of British Columbia,University Of Missouri - Columbia,128.345
r281,4466371,237290,237309,University Of Connecticut,McMaster University,1.41
r281,4466372,237288,237283,University Of California-Santa Cruz,Boston University,1.885
r461,4466373,237269,237287,Vanderbilt University,University of Pittsburgh,1.772
r281,4466374,237250,237296,Yale University,Purdue University Main Campus,1.714
r461,4466375,237318,237256,University Of Nebraska - Lincoln,University Of Minnesota-Twin Cities,1.95
r281,4466376,237333,237322,Fordham University,University Of Missouri - Columbia,3.977
r281,4466377,237299,237314,State University Of New York At Buffalo,University of Nevada Las Vegas,2.438
r461,4466378,237290,237282,University Of Connecticut,University Of Oregon,7.932
r281,4466379,237264,237332,University Of Maryland College Park,University Of Delaware,1.864
r281,4466380,237285,237279,University Of Colorado At Boulder,The New School for Social Research,1.996
r461,4466381,237300,237288,Florida State University,University Of California-Santa Cruz,2.521
r462,4466382,237234,237292,University Of California-Berkeley,Rice University,3.793
r462,4466383,237239,237327,Harvard University,University of Edinburgh,2.324
r281,4466384,237244,237259,University Of Pennsylvania,Johns Hopkins University,3.007
r281,4466385,237254,237316,University Of Washington,University Of Florida,2.193
r461,4466386,237277,237249,University Of Southern California,Cornell University,3.668
r281,4466387,237261,237318,University Of California-San Diego,University Of Nebraska - Lincoln,1.991
r462,4466388,237250,237301,Yale University,Temple University,5.434
r281,4466389,237250,237339,Yale University,University Of New Mexico Main Campus,1.574
r462,4466390,237258,237312,University Of Arizona,Northeastern University,3.174
r281,4466391,237251,237316,University Of Texas At Austin,University Of Florida,2.331
r462,4466392,237241,237257,Stanford University,University Of California-Irvine,1.487
r281,4466393,237282,237296,University Of Oregon,Purdue University Main Campus,1.905
r281,4466394,237253,237306,Penn State University,North Carolina State University,1.62
r281,4466395,237248,237263,Indiana University At Bloomington,University Of Massachusetts Amherst,2.179
r462,4466396,237242,237248,University Of North Carolina At Chapel Hill,Indiana University At Bloomington,8.479
r462,4466397,237238,237295,University Of Chicago,Michigan State University,2.542
r462,4466398,237276,237319,McGill University,University Of South Carolina Columbia,2.837
r281,4466399,237250,237286,Yale University,University Of California-Riverside,10.263
r281,4466400,237285,237289,University Of Colorado At Boulder,Sciences Po (Institut Etudes Politiques de Paris),6.345
r281,4466401,237287,237300,University of Pittsburgh,Florida State University,1.775
r281,4466402,237245,237242,Northwestern University,University Of North Carolina At Chapel Hill,2.57
r281,4466404,237283,237271,Boston University,State University Of New York At Stony Brook,2.723
r462,4466405,237236,237324,University Of Wisconsin-Madison,George Mason University,1.823
r281,4466406,237274,237294,University Of Illinois At Chicago,Brandeis University,4.162
r462,4466407,237308,237251,Australian National University,University Of Texas At Austin,4.494
r462,4466408,237249,237291,Cornell University,Washington State University,2.243
r462,4466409,237289,237256,Sciences Po (Institut Etudes Politiques de Paris),University Of Minnesota-Twin Cities,2.921
r462,4466410,237292,237304,Rice University,University Of Georgia,2.017
r462,4466411,237239,237336,Harvard University,Queen's University,1.768
r462,4466412,237324,237296,George Mason University,Purdue University Main Campus,3.192
r462,4466413,237244,237264,University Of Pennsylvania,University Of Maryland College Park,2.128
r462,4466414,237244,237249,University Of Pennsylvania,Cornell University,1.827
r462,4466415,237264,237269,University Of Maryland College Park,Vanderbilt University,2.803
r462,4466416,237282,237318,University Of Oregon,University Of Nebraska - Lincoln,3.469
r462,4466417,237250,237342,Yale University,Georgia State University,1.907
r462,4466418,237274,237290,University Of Illinois At Chicago,University Of Connecticut,3.721
r462,4466419,237273,237249,University of British Columbia,Cornell University,5.375
r462,4466420,237268,237348,University of Toronto,University of Leeds,1.78
r462,4466421,237259,237283,Johns Hopkins University,Boston University,1.94
r462,4466422,237276,237277,McGill University,University Of Southern California,5.59
r462,4466424,237333,237304,Fordham University,University Of Georgia,6.286
r281,4466425,237257,237262,University Of California-Irvine,University Of California-Davis,74.56
r462,4466426,237252,237312,London School of Economics,Northeastern University,2.33
r281,4466427,237255,237250,Ohio State University Main Campus,Yale University,2.689
r281,4466428,237245,237283,Northwestern University,Boston University,1.901
r462,4466429,237251,237331,University Of Texas At Austin,Bowling Green State University,3.607
r281,4466430,237264,237256,University Of Maryland College Park,University Of Minnesota-Twin Cities,1.665
r281,4466432,237263,237331,University Of Massachusetts Amherst,Bowling Green State University,1.803
r281,4466433,237240,237308,University Of California-Los Angeles,Australian National University,1.923
r281,4466435,237296,237304,Purdue University Main Campus,University Of Georgia,3.221
r462,4466436,237259,237306,Johns Hopkins University,North Carolina State University,3.006
r281,4466437,237281,237326,University Of Virginia,University of Victoria,1.505
r462,4466438,237241,237256,Stanford University,University Of Minnesota-Twin Cities,1.655
r462,4466439,237269,237265,Vanderbilt University,University Of Notre Dame,1.955
r281,4466440,237255,237322,Ohio State University Main Campus,University Of Missouri - Columbia,3.144
r462,4466441,237245,237302,Northwestern University,Tulane University,2.474
r281,4466442,237239,237268,Harvard University,University of Toronto,1.596
r462,4466443,237234,237319,University Of California-Berkeley,University Of South Carolina Columbia,1.924
r281,4466444,237267,237260,Brown University,Rutgers The State University Of New Jersey New Brunswick Campus,1.802
r462,4466445,237235,237327,University Of Michigan-Ann Arbor,University of Edinburgh,2.661
r281,4466446,237245,237327,Northwestern University,University of Edinburgh,3.442
r462,4466447,237308,237302,Australian National University,Tulane University,2.749
r281,4466448,237255,237305,Ohio State University Main Campus,Syracuse University Main Campus,1.573
r462,4466449,237264,237258,University Of Maryland College Park,University Of Arizona,5.67
r281,4466451,237294,237301,Brandeis University,Temple University,3.841
r281,4466452,237236,237297,University Of Wisconsin-Madison,State University Of New York At Binghamton,1.717
r281,4466453,237318,237294,University Of Nebraska - Lincoln,Brandeis University,1.992
r281,4466456,237279,237262,The New School for Social Research,University Of California-Davis,2.882
r281,4466457,237270,237306,City University Of New York Grad. Center,North Carolina State University,2.494
r281,4466458,237261,237276,University Of California-San Diego,McGill University,1.7
r462,4466459,237243,237240,Columbia University In The City Of New York,University Of California-Los Angeles,6.972
r462,4466460,237252,237301,London School of Economics,Temple University,1.62
r281,4466461,237243,237252,Columbia University In The City Of New York,London School of Economics,2.363
r462,4466462,237307,237348,Texas A & M University,University of Leeds,2.279
r281,4466463,237243,237275,Columbia University In The City Of New York,University Of Iowa,1.938
r462,4466464,237243,237308,Columbia University In The City Of New York,Australian National University,1.765
r281,4466465,237266,237294,University Of California-Santa Barbara,Brandeis University,1.991
r281,4466466,237243,237323,Columbia University In The City Of New York,University Of Miami,1.978
r281,4466467,237264,237291,University Of Maryland College Park,Washington State University,2.973
r462,4466468,237273,237298,University of British Columbia,University Of California-San Francisco,7.699
r281,4466469,237242,237331,University Of North Carolina At Chapel Hill,Bowling Green State University,1.904
r462,4466470,237249,237261,Cornell University,University Of California-San Diego,2.949
r462,4466471,237247,237323,New York University,University Of Miami,1.61
r281,4466472,237288,237299,University Of California-Santa Cruz,State University Of New York At Buffalo,2.939
r281,4466473,237236,237317,University Of Wisconsin-Madison,Loyola University Chicago,2.602
r462,4466474,237309,237275,McMaster University,University Of Iowa,6.665
r281,4466475,237288,237348,University Of California-Santa Cruz,University of Leeds,1.951
r462,4466476,237277,237299,University Of Southern California,State University Of New York At Buffalo,4.633
r462,4466478,237278,237272,University Of Illinois At Urbana-Champaign,State University Of New York At Albany,3.582
r281,4466479,237259,237295,Johns Hopkins University,Michigan State University,1.832
r462,4466480,237234,237332,University Of California-Berkeley,University Of Delaware,1.975
r281,4466481,237280,237348,Emory University,University of Leeds,1.506
r281,4466482,237265,237308,University Of Notre Dame,Australian National University,1.442
r462,4466483,237324,237299,George Mason University,State University Of New York At Buffalo,6.77
r281,4466484,237271,237324,State University Of New York At Stony Brook,George Mason University,3.806
r281,4466485,237310,237294,University of North Carolina at Charlotte,Brandeis University,6.446
r281,4466486,237250,237302,Yale University,Tulane University,1.779
r281,4466487,237264,237256,University Of Maryland College Park,University Of Minnesota-Twin Cities,2.907
r281,4466488,237235,237263,University Of Michigan-Ann Arbor,University Of Massachusetts Amherst,2.488
r281,4466489,237298,237336,University Of California-San Francisco,Queen's University,17.469
r281,4466490,237266,237297,University Of California-Santa Barbara,State University Of New York At Binghamton,4.504
r281,4466491,237258,237283,University Of Arizona,Boston University,1.443
r281,4466492,237250,237276,Yale University,McGill University,1.338
r281,4466493,237275,237340,University Of Iowa,Baylor University,2.455
r281,4466494,237257,237275,University Of California-Irvine,University Of Iowa,1.577
r281,4466495,237287,237244,University of Pittsburgh,University Of Pennsylvania,1.383
r281,4466496,237253,237296,Penn State University,Purdue University Main Campus,3.039
r281,4466497,237280,237313,Emory University,University Of Kansas,1.46
r281,4466498,237288,237331,University Of California-Santa Cruz,Bowling Green State University,1.851
r281,4466499,237297,237323,State University Of New York At Binghamton,University Of Miami,1.702
r281,4466500,237251,237272,University Of Texas At Austin,State University Of New York At Albany,1.951
r281,4466501,237246,237259,Duke University,Johns Hopkins University,4.085
r281,4466502,237247,237339,New York University,University Of New Mexico Main Campus,2.701
r281,4466503,237246,237278,Duke University,University Of Illinois At Urbana-Champaign,2.767
r281,4466504,237254,237284,University Of Washington,Boston College,2.984
r281,4466505,237247,237287,New York University,University of Pittsburgh,2.341
r281,4466506,237249,237296,Cornell University,Purdue University Main Campus,1.361
r281,4466507,237290,237333,University Of Connecticut,Fordham University,2.14
r281,4466508,237256,237295,University Of Minnesota-Twin Cities,Michigan State University,1.806
r281,4466509,237262,237342,University Of California-Davis,Georgia State University,1.638
r281,4466510,237265,237291,University Of Notre Dame,Washington State University,1.848
r281,4466513,237241,237280,Stanford University,Emory University,1.576
r281,4466514,237268,237324,University of Toronto,George Mason University,2.197
r281,4466515,237261,237316,University Of California-San Diego,University Of Florida,2.091
r281,4466516,237277,237312,University Of Southern California,Northeastern University,1.784
r281,4466517,237253,237307,Penn State University,Texas A & M University,1.177
r281,4466518,237270,237284,City University Of New York Grad. Center,Boston College,1.949
r281,4466519,237245,237288,Northwestern University,University Of California-Santa Cruz,4.289
r281,4466520,237255,237253,Ohio State University Main Campus,Penn State University,1.584
r281,4466521,237282,237331,University Of Oregon,Bowling Green State University,1.47
r463,4466525,237245,237269,Northwestern University,Vanderbilt University,1.759
r463,4466527,237262,237244,University Of California-Davis,University Of Pennsylvania,2.64
r463,4466533,237271,237323,State University Of New York At Stony Brook,University Of Miami,2.067
r463,4466535,237237,237257,Princeton University,University Of California-Irvine,1.714
r463,4466536,237247,237266,New York University,University Of California-Santa Barbara,1.743
r463,4466541,237247,237333,New York University,Fordham University,1.83
r464,4466543,237265,237324,University Of Notre Dame,George Mason University,8.78
r464,4466545,237270,237277,City University Of New York Grad. Center,University Of Southern California,5.064
r464,4466546,237267,237317,Brown University,Loyola University Chicago,2.404
r464,4466549,237270,237310,City University Of New York Grad. Center,University of North Carolina at Charlotte,4.972
r464,4466551,237299,237260,State University Of New York At Buffalo,Rutgers The State University Of New Jersey New Brunswick Campus,3.811
r465,4466553,237256,237301,University Of Minnesota-Twin Cities,Temple University,6.169
r464,4466554,237327,237322,University of Edinburgh,University Of Missouri - Columbia,2.486
r465,4466556,237272,237288,State University Of New York At Albany,University Of California-Santa Cruz,3.73
r464,4466557,237240,237324,University Of California-Los Angeles,George Mason University,2.647
r464,4466559,237245,237304,Northwestern University,University Of Georgia,2.13
r464,4466562,237253,237281,Penn State University,University Of Virginia,2.878
r464,4466565,237290,237313,University Of Connecticut,University Of Kansas,4.037
r464,4466578,237235,237299,University Of Michigan-Ann Arbor,State University Of New York At Buffalo,2.537
r464,4466582,237234,237299,University Of California-Berkeley,State University Of New York At Buffalo,2.842
r464,4466585,237251,237260,University Of Texas At Austin,Rutgers The State University Of New Jersey New Brunswick Campus,2.31
r464,4466589,237285,237269,University Of Colorado At Boulder,Vanderbilt University,2.668
r465,4466590,237253,237287,Penn State University,University of Pittsburgh,2.195
r464,4466593,237304,237332,University Of Georgia,University Of Delaware,3.112
r464,4466595,237238,237326,University Of Chicago,University of Victoria,2.121
r464,4466598,237265,237319,University Of Notre Dame,University Of South Carolina Columbia,4.022
r464,4466600,237261,237317,University Of California-San Diego,Loyola University Chicago,2.835
r465,4466604,237241,237289,Stanford University,Sciences Po (Institut Etudes Politiques de Paris),2.209
r465,4466606,237238,237297,University Of Chicago,State University Of New York At Binghamton,2.271
r465,4466607,237277,237336,University Of Southern California,Queen's University,2.197
r465,4466610,237255,237286,Ohio State University Main Campus,University Of California-Riverside,3.508
r465,4466612,237248,237332,Indiana University At Bloomington,University Of Delaware,2.48
r465,4466615,237272,237276,State University Of New York At Albany,McGill University,4.047
r465,4466617,237239,237308,Harvard University,Australian National University,2.01
r465,4466620,237241,237319,Stanford University,University Of South Carolina Columbia,3.383
r465,4466622,237253,237289,Penn State University,Sciences Po (Institut Etudes Politiques de Paris),2.253
r465,4466623,237242,237243,University Of North Carolina At Chapel Hill,Columbia University In The City Of New York,6.566
r3,4466624,237304,237348,University Of Georgia,University of Leeds,17.076
r465,4466625,237250,237265,Yale University,University Of Notre Dame,2.195
r3,4466626,237265,237253,University Of Notre Dame,Penn State University,2.427
r465,4466627,237272,237319,State University Of New York At Albany,University Of South Carolina Columbia,2.521
r3,4466628,237245,237261,Northwestern University,University Of California-San Diego,2.68
r465,4466629,237253,237292,Penn State University,Rice University,2.268
r464,4466630,237259,237323,Johns Hopkins University,University Of Miami,85.011
r3,4466631,237271,237300,State University Of New York At Stony Brook,Florida State University,3.698
r3,4466632,237263,237312,University Of Massachusetts Amherst,Northeastern University,3.615
r464,4466633,237248,237302,Indiana University At Bloomington,Tulane University,5.919
r3,4466634,237247,237313,New York University,University Of Kansas,4.75
r464,4466635,237241,237267,Stanford University,Brown University,3.217
r3,4466636,237237,237240,Princeton University,University Of California-Los Angeles,3.652
r464,4466637,237285,237314,University Of Colorado At Boulder,University of Nevada Las Vegas,2.261
r464,4466638,237244,237286,University Of Pennsylvania,University Of California-Riverside,2.838
r3,4466639,237278,237314,University Of Illinois At Urbana-Champaign,University of Nevada Las Vegas,4.491
r464,4466641,237288,237287,University Of California-Santa Cruz,University of Pittsburgh,2.268
r3,4466642,237277,237250,University Of Southern California,Yale University,2.452
r464,4466643,237288,237272,University Of California-Santa Cruz,State University Of New York At Albany,2.679
r3,4466644,237246,237298,Duke University,University Of California-San Francisco,2.858
r3,4466645,237319,237306,University Of South Carolina Columbia,North Carolina State University,2.071
r464,4466646,237327,237298,University of Edinburgh,University Of California-San Francisco,3.457
r3,4466647,237264,237255,University Of Maryland College Park,Ohio State University Main Campus,3.652
r464,4466648,237237,237305,Princeton University,Syracuse University Main Campus,2.516
r3,4466649,237270,237332,City University Of New York Grad. Center,University Of Delaware,1.903
r464,4466650,237235,237268,University Of Michigan-Ann Arbor,University of Toronto,2.508
r3,4466651,237316,237308,University Of Florida,Australian National University,1.729
r464,4466652,237288,237275,University Of California-Santa Cruz,University Of Iowa,3.447
r3,4466653,237324,237297,George Mason University,State University Of New York At Binghamton,3.263
r464,4466654,237237,237301,Princeton University,Temple University,2.332
r3,4466655,237281,237322,University Of Virginia,University Of Missouri - Columbia,2.837
r464,4466656,237248,237263,Indiana University At Bloomington,University Of Massachusetts Amherst,2.525
r3,4466657,237274,237306,University Of Illinois At Chicago,North Carolina State University,3.065
r3,4466658,237250,237332,Yale University,University Of Delaware,1.875
r464,4466659,237307,237309,Texas A & M University,McMaster University,4.194
r3,4466660,237317,237327,Loyola University Chicago,University of Edinburgh,1.846
r3,4466661,237333,237309,Fordham University,McMaster University,2.231
r464,4466662,237278,237262,University Of Illinois At Urbana-Champaign,University Of California-Davis,4.755
r3,4466663,237296,237332,Purdue University Main Campus,University Of Delaware,2.18
r464,4466664,237276,237342,McGill University,Georgia State University,2.111
r3,4466665,237283,237273,Boston University,University of British Columbia,5.088
r3,4466666,237272,237308,State University Of New York At Albany,Australian National University,1.745
r3,4466667,237296,237326,Purdue University Main Campus,University of Victoria,2.494
r3,4466668,237236,237310,University Of Wisconsin-Madison,University of North Carolina at Charlotte,2.358
r3,4466669,237262,237339,University Of California-Davis,University Of New Mexico Main Campus,3.647
r3,4466670,237286,237255,University Of California-Riverside,Ohio State University Main Campus,2.557
r3,4466671,237279,237290,The New School for Social Research,University Of Connecticut,2.044
r3,4466672,237323,237324,University Of Miami,George Mason University,2.295
r3,4466673,237323,237324,University Of Miami,George Mason University,2.115
r3,4466674,237295,237297,Michigan State University,State University Of New York At Binghamton,2.215
r3,4466675,237310,237287,University of North Carolina at Charlotte,University of Pittsburgh,1.919
r3,4466676,237245,237250,Northwestern University,Yale University,2.79
r3,4466677,237247,237323,New York University,University Of Miami,2.587
r3,4466678,237286,237304,University Of California-Riverside,University Of Georgia,1.688
